Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
44,no,non-travel,111,research & development,17,bachelor,life sciences,very high,male,74,1,1,research scientist,3,single,2290.0,4279,2,no,13,3,4,0,6,3,3,0,0,0,0
33,no,travel_rarely,147,human resources,2,bachelor,human resources,medium,male,99,3,1,human resources,3,married,3600.0,8429,1,no,13,3,4,1,5,2,3,5,4,1,4
41,yes,non-travel,906,research & development,5,college,life sciences,low,male,95,2,1,research scientist,1,divorced,2107.0,20293,6,no,17,3,1,1,5,2,1,1,0,0,0
30,no,travel_rarely,1329,sales,29,master,life sciences,high,male,61,3,2,sales executive,1,divorced,4115.0,13192,8,no,19,3,3,2,8,3,3,4,3,0,3
40,no,travel_frequently,1184,sales,2,master,medical,medium,male,62,3,2,sales executive,2,married,4327.0,25440,5,no,12,3,4,2,5,2,3,0,0,0,0
50,no,travel_frequently,1421,research & development,2,bachelor,medical,very high,female,30,3,4,manager,1,married,13775.600000000008,9490,2,no,22,4,3,1,23,3,3,2,2,2,2
28,no,travel_rarely,1179,research & development,19,master,medical,very high,male,78,2,1,laboratory technician,1,married,3196.0,12449,1,no,12,3,3,2,6,2,3,6,5,3,3
46,no,travel_rarely,1450,research & development,15,college,life sciences,very high,male,52,3,5,research director,2,married,13775.600000000008,10849,5,no,11,3,1,1,25,2,3,4,2,0,3
35,no,travel_rarely,1361,sales,17,master,life sciences,high,male,94,3,2,sales executive,1,married,8966.0,21026,3,yes,15,3,4,2,15,2,3,7,7,1,7
24,yes,travel_rarely,984,research & development,17,college,life sciences,very high,female,97,3,1,laboratory technician,2,married,2210.0,3372,1,no,13,3,1,1,1,3,1,1,0,0,0
33,no,travel_frequently,1146,sales,25,bachelor,medical,medium,female,82,3,2,sales executive,3,married,4539.0,4905,1,no,12,3,1,1,10,3,2,10,7,0,1
36,no,travel_rarely,917,research & development,6,master,life sciences,high,male,60,1,1,laboratory technician,3,divorced,2741.0,6865,1,no,14,3,3,1,7,4,3,7,7,1,7
30,no,travel_rarely,853,research & development,7,master,life sciences,high,male,49,3,2,laboratory technician,3,divorced,3491.0,11309,1,no,13,3,1,2,10,4,2,10,7,7,9
44,no,travel_rarely,200,research & development,29,master,other,very high,male,32,3,2,research scientist,4,single,4541.0,7744,1,no,25,4,2,0,20,3,3,15,11,7,9
20,no,travel_rarely,654,sales,21,bachelor,marketing,high,male,43,4,1,sales representative,4,single,2678.0,5050,1,no,17,3,4,0,2,2,3,2,1,2,2
46,no,travel_rarely,150,research & development,2,master,technical degree,very high,male,60,3,2,manufacturing director,4,divorced,7379.0,17433,2,no,11,3,3,1,12,3,2,6,3,1,4
42,no,non-travel,179,human resources,2,phd,medical,very high,male,79,4,2,human resources,1,married,6272.0,12858,7,no,16,3,1,1,10,3,4,4,3,0,3
60,no,travel_rarely,696,sales,7,master,marketing,medium,male,52,4,2,sales executive,4,divorced,5220.0,10893,0,yes,18,3,2,1,12,3,3,11,7,1,9
32,no,travel_frequently,116,research & development,13,bachelor,other,high,female,77,2,1,laboratory technician,2,married,2743.0,7331,1,no,20,4,3,1,2,2,3,2,2,2,2
32,no,travel_frequently,1316,research & development,2,college,life sciences,very high,female,38,3,2,research scientist,3,single,4998.0,2338,4,yes,14,3,4,0,10,2,3,8,7,0,7
36,no,travel_rarely,363,research & development,1,bachelor,technical degree,high,female,77,1,3,manufacturing director,1,divorced,10252.0,4235,2,yes,21,4,3,1,17,2,3,7,7,7,7
33,no,travel_rarely,117,research & development,9,bachelor,medical,low,male,60,3,1,research scientist,4,married,2781.0,6311,0,no,13,3,2,1,15,5,3,14,10,4,10
40,no,travel_rarely,107,sales,10,bachelor,technical degree,medium,female,84,2,2,sales executive,2,divorced,6852.0,11591,7,no,12,3,2,1,7,2,4,5,1,1,3
25,no,travel_rarely,1356,sales,10,master,life sciences,high,male,57,3,2,sales executive,4,single,4950.0,20623,0,no,14,3,2,0,5,4,3,4,3,1,1
30,no,travel_rarely,1465,research & development,1,bachelor,medical,very high,male,63,3,1,research scientist,2,married,3579.0,9369,0,yes,21,4,1,1,12,2,3,11,9,5,7
42,no,travel_frequently,458,research & development,26,phd,medical,low,female,60,3,3,research director,1,married,13191.0,23281,3,yes,17,3,3,0,20,5,3,1,0,0,0
35,no,non-travel,1212,sales,8,college,marketing,high,female,78,2,3,sales executive,4,married,10377.0,13755,4,yes,11,3,2,1,16,5,2,13,2,4,12
27,no,travel_rarely,1103,research & development,14,bachelor,life sciences,low,male,42,3,1,research scientist,1,married,2235.0,14377,1,yes,14,3,4,2,9,3,2,9,7,6,8
54,no,travel_frequently,966,research & development,1,master,life sciences,very high,female,53,3,3,manufacturing director,3,divorced,10502.0,9659,7,no,17,3,1,1,23,2,1,5,4,1,4
44,no,travel_rarely,1117,research & development,2,below college,life sciences,low,female,72,4,1,research scientist,4,married,2011.0,19982,1,no,13,3,4,1,10,5,3,10,5,7,7
19,yes,non-travel,504,research & development,10,bachelor,medical,low,female,96,2,1,research scientist,2,single,1859.0,6148,1,yes,25,4,2,0,1,2,4,1,1,0,0
29,no,travel_rarely,1010,research & development,1,bachelor,life sciences,low,female,97,3,1,research scientist,4,divorced,3760.0,5598,1,no,15,3,1,2,3,5,3,3,2,1,2
54,no,travel_rarely,685,research & development,3,bachelor,life sciences,very high,male,85,3,4,research director,4,married,13775.600000000008,23474,3,no,14,3,1,0,23,2,3,10,9,0,9
31,no,travel_rarely,1332,research & development,11,college,medical,high,male,80,3,2,healthcare representative,1,married,6833.0,17089,1,yes,12,3,4,0,6,2,2,6,5,0,1
31,no,travel_rarely,1062,research & development,24,bachelor,medical,high,female,96,2,2,healthcare representative,1,single,6812.0,17198,1,no,19,3,2,0,10,2,3,10,9,1,8
59,no,travel_rarely,326,sales,3,bachelor,life sciences,high,female,48,2,2,sales executive,4,single,5171.0,16490,5,no,17,3,4,0,13,2,3,6,1,0,5
43,no,travel_rarely,920,research & development,3,bachelor,life sciences,high,male,96,1,5,research director,4,married,13775.600000000008,18625,3,no,14,3,2,1,25,2,3,8,7,0,7
49,no,travel_rarely,1098,research & development,4,college,medical,low,male,85,2,5,manager,3,married,13775.600000000008,12124,2,no,13,3,3,1,23,2,4,1,0,0,0
36,no,travel_frequently,469,research & development,3,bachelor,technical degree,high,male,46,3,1,research scientist,2,married,3692.0,9256,1,no,12,3,3,0,12,2,2,11,10,0,7
48,no,travel_rarely,969,research & development,2,college,technical degree,very high,male,76,4,1,laboratory technician,2,single,2559.0,16620,5,no,11,3,3,0,7,4,2,1,0,0,0
27,no,travel_rarely,1167,research & development,4,college,life sciences,low,male,76,3,1,research scientist,3,divorced,2517.0,3208,1,no,11,3,2,2,5,2,3,5,3,0,3
29,no,travel_rarely,1329,research & development,7,bachelor,life sciences,high,male,82,3,2,healthcare representative,4,divorced,6623.0,4204,1,yes,11,3,2,2,6,2,3,6,0,1,0
48,no,travel_rarely,715,research & development,1,bachelor,life sciences,very high,male,76,2,5,research director,4,single,13775.600000000008,8733,6,no,12,3,3,0,25,3,4,1,0,0,0
29,no,travel_rarely,694,research & development,1,bachelor,life sciences,very high,female,87,2,4,research director,4,divorced,16124.0,3423,3,no,14,3,2,2,9,2,2,7,7,1,7
34,no,travel_rarely,1320,research & development,20,bachelor,technical degree,high,female,89,4,1,research scientist,3,married,2585.0,21643,0,no,17,3,4,0,2,5,2,1,0,0,0
44,no,travel_rarely,1099,sales,5,bachelor,marketing,medium,male,88,3,5,manager,2,married,13775.600000000008,8751,7,no,11,3,3,1,26,5,3,15,9,3,10
33,no,travel_rarely,536,sales,10,phd,marketing,very high,male,82,4,3,sales executive,3,divorced,8380.0,21708,0,yes,14,3,4,2,10,3,3,9,8,0,8
19,no,travel_rarely,265,research & development,25,bachelor,life sciences,medium,female,57,4,1,research scientist,4,single,2994.0,21221,1,yes,12,3,4,0,1,2,3,1,0,0,1
23,no,travel_rarely,373,research & development,1,college,life sciences,very high,male,47,3,1,research scientist,3,married,1223.0,16901,1,no,22,4,4,1,1,2,3,1,0,0,1
25,yes,travel_frequently,599,sales,24,below college,life sciences,high,male,73,1,1,sales representative,4,single,1118.0,8040,1,yes,14,3,4,0,1,4,3,1,0,1,0
26,no,travel_rarely,583,research & development,4,college,life sciences,high,male,53,3,1,research scientist,4,single,2875.0,9973,1,yes,20,4,2,0,8,2,2,8,5,2,2
45,yes,travel_rarely,1449,sales,2,bachelor,marketing,low,female,94,1,5,manager,2,single,13775.600000000008,2493,2,yes,16,3,1,0,26,2,3,15,10,1,11
55,no,non-travel,177,research & development,8,below college,medical,very high,male,37,2,4,healthcare representative,2,divorced,13577.0,25592,1,yes,15,3,4,1,23,3,3,15,9,7,0
21,yes,travel_frequently,251,research & development,10,college,life sciences,low,female,45,2,1,laboratory technician,3,single,2625.0,25308,1,no,20,4,3,0,2,2,1,2,2,2,2
46,no,travel_rarely,168,sales,4,college,marketing,very high,female,33,2,5,manager,2,married,13775.600000000008,9946,2,no,14,3,3,1,26,2,3,11,4,0,8
34,no,travel_rarely,131,sales,2,bachelor,marketing,high,female,86,3,2,sales executive,1,single,4538.0,6039,0,yes,12,3,4,0,4,3,3,3,2,0,2
51,no,travel_frequently,237,sales,9,bachelor,life sciences,very high,male,83,3,5,manager,2,divorced,13775.600000000008,19196,4,yes,24,4,1,1,23,5,2,15,10,7,10
59,no,travel_rarely,1429,research & development,18,master,medical,very high,male,67,3,3,manufacturing director,4,single,10512.0,20002,6,no,12,3,4,0,25,5,2,9,7,5,4
34,no,travel_frequently,135,research & development,19,bachelor,medical,high,female,46,3,2,laboratory technician,2,divorced,4444.0,22534,4,no,13,3,3,2,15,2,4,11,8,5,10
28,no,travel_frequently,791,research & development,1,master,medical,very high,male,44,3,1,laboratory technician,3,single,2154.0,6842,0,yes,11,3,3,0,5,2,2,4,2,0,2
44,no,travel_rarely,1199,research & development,4,college,life sciences,high,male,92,4,5,manager,1,divorced,13775.600000000008,17477,1,no,14,3,4,2,26,4,2,15,9,7,13
34,no,travel_frequently,648,human resources,11,bachelor,life sciences,high,male,56,2,2,human resources,2,married,4490.0,21833,4,no,11,3,4,2,14,5,4,10,9,1,8
35,no,travel_rarely,735,research & development,6,below college,life sciences,high,male,66,3,1,research scientist,3,married,3506.0,6020,0,yes,14,3,4,0,4,3,3,3,2,2,2
42,no,travel_rarely,603,research & development,7,master,medical,medium,female,78,4,2,research scientist,2,married,2372.0,5628,6,yes,16,3,4,0,18,2,3,1,0,0,0
43,no,travel_rarely,531,sales,4,master,marketing,very high,female,56,2,3,sales executive,4,single,10231.0,20364,3,no,14,3,4,0,23,3,4,15,7,7,9
36,no,travel_rarely,429,research & development,2,master,life sciences,high,female,53,3,2,manufacturing director,2,single,5410.0,2323,7,yes,11,3,4,0,18,2,3,16,14,5,12
44,yes,travel_rarely,621,research & development,15,bachelor,medical,low,female,73,3,3,healthcare representative,4,married,7978.0,14075,1,no,11,3,4,1,10,2,3,10,7,0,5
28,no,travel_frequently,193,research & development,2,bachelor,life sciences,very high,male,52,2,1,laboratory technician,4,married,3867.0,14222,1,yes,12,3,2,1,2,2,3,2,2,2,2
51,no,travel_frequently,968,research & development,6,college,medical,medium,female,40,2,1,laboratory technician,3,single,2838.0,4257,0,no,14,3,2,0,8,5,2,7,0,7,7
30,no,non-travel,879,research & development,9,college,medical,high,female,72,3,2,manufacturing director,3,single,4695.0,12858,7,yes,18,3,3,0,10,3,3,8,4,1,7
29,yes,travel_rarely,806,research & development,7,bachelor,technical degree,medium,female,39,3,1,laboratory technician,3,divorced,3339.0,17285,3,yes,13,3,1,2,10,2,3,7,7,7,7
28,no,travel_rarely,640,research & development,1,bachelor,technical degree,very high,male,84,3,1,research scientist,1,single,2080.0,4732,2,no,11,3,2,0,5,2,2,3,2,1,2
25,no,travel_rarely,266,research & development,1,bachelor,medical,very high,female,40,3,1,research scientist,2,single,2096.0,18830,1,no,18,3,4,0,2,3,2,2,2,2,1
32,no,travel_rarely,604,sales,8,bachelor,medical,high,male,56,4,2,sales executive,4,married,6209.0,11693,1,no,15,3,3,2,10,4,4,10,7,0,8
45,no,travel_frequently,364,research & development,25,bachelor,medical,medium,female,83,3,5,manager,2,single,13775.600000000008,13035,3,no,22,4,3,0,22,4,3,0,0,0,0
39,no,travel_rarely,412,research & development,13,master,medical,high,female,94,2,4,manager,2,divorced,13775.600000000008,17334,6,yes,13,3,4,2,21,4,3,15,9,7,2
58,no,travel_rarely,848,research & development,23,master,life sciences,low,male,88,3,1,research scientist,3,divorced,2372.0,26076,1,no,12,3,4,2,2,3,3,2,2,2,2
32,yes,travel_rarely,1089,research & development,7,college,life sciences,very high,male,79,3,2,laboratory technician,3,married,4883.0,22845,1,no,18,3,1,1,10,3,3,10,4,1,1
39,yes,travel_rarely,360,research & development,23,bachelor,medical,high,male,93,3,1,research scientist,1,single,3904.0,22154,0,no,13,3,1,0,6,2,3,5,2,0,3
30,no,travel_rarely,1138,research & development,6,bachelor,technical degree,low,female,48,2,2,laboratory technician,4,married,4627.0,23631,0,no,12,3,1,1,10,5,3,9,2,6,7
36,no,travel_rarely,325,research & development,10,master,technical degree,very high,female,63,3,3,healthcare representative,3,married,7094.0,5747,3,no,12,3,1,0,10,2,3,7,7,1,7
46,no,travel_rarely,991,human resources,1,college,life sciences,very high,female,44,3,1,human resources,1,single,3423.0,22957,6,no,12,3,3,0,10,3,4,7,6,5,7
28,no,non-travel,1476,research & development,1,bachelor,life sciences,high,female,55,1,2,laboratory technician,4,married,6674.0,16392,0,no,11,3,1,2,10,5,3,9,8,7,5
50,no,travel_rarely,1322,research & development,28,bachelor,life sciences,very high,female,43,3,4,research director,1,married,13775.600000000008,22422,4,yes,11,3,2,0,25,2,3,3,2,1,2
40,yes,travel_rarely,299,sales,25,master,marketing,very high,male,57,2,3,sales executive,2,single,9094.0,17235,2,yes,12,3,3,0,9,2,3,5,4,1,0
52,yes,travel_rarely,1030,sales,5,bachelor,life sciences,medium,male,64,3,3,sales executive,2,single,8446.0,21534,7,yes,19,3,3,0,10,2,2,8,7,7,7
30,no,travel_rarely,634,research & development,17,master,medical,medium,female,95,3,3,manager,1,married,11916.0,25927,1,yes,23,4,4,2,9,2,3,9,1,0,8
39,no,travel_rarely,524,research & development,18,college,life sciences,low,male,32,3,2,manufacturing director,3,single,4534.0,13352,0,no,11,3,1,0,9,5,3,8,7,1,7
31,no,non-travel,587,sales,2,master,life sciences,very high,female,57,3,3,sales executive,3,divorced,9852.0,8935,1,yes,19,3,1,1,10,5,2,10,8,7,6
41,no,non-travel,256,sales,10,college,medical,high,male,40,1,2,sales executive,2,single,6151.0,22074,1,no,13,3,1,0,19,4,3,15,2,7,9
31,yes,travel_frequently,1060,sales,1,bachelor,life sciences,very high,female,54,3,1,sales representative,2,single,2302.0,8319,1,yes,11,3,1,0,3,2,4,3,2,2,2
44,yes,travel_rarely,935,research & development,3,bachelor,life sciences,low,male,89,3,1,laboratory technician,1,married,2362.0,14669,4,no,12,3,3,0,10,4,4,3,2,1,2
42,no,non-travel,495,research & development,2,below college,life sciences,high,male,37,3,4,manager,3,married,13775.600000000008,26582,0,yes,13,3,4,0,21,3,2,15,8,2,10
55,no,travel_rarely,282,research & development,2,college,medical,very high,female,58,1,5,manager,3,married,13775.600000000008,6992,4,no,14,3,4,1,23,5,3,15,9,7,11
56,no,travel_rarely,206,human resources,8,master,life sciences,very high,male,99,3,5,manager,2,single,13775.600000000008,4022,6,no,14,3,1,0,23,4,3,7,3,7,7
40,no,non-travel,458,research & development,16,college,life sciences,high,male,74,3,1,research scientist,3,divorced,3544.0,8532,7,no,16,3,2,1,6,2,3,4,2,0,0
34,no,travel_rarely,943,research & development,9,bachelor,life sciences,very high,male,86,3,3,healthcare representative,4,divorced,8500.0,5494,0,no,11,3,4,1,10,2,2,9,7,1,6
40,no,travel_rarely,523,research & development,2,bachelor,life sciences,high,male,98,3,2,research scientist,4,single,4661.0,22455,1,no,13,3,3,0,9,4,3,9,8,7,8
41,no,travel_frequently,1018,sales,1,bachelor,marketing,high,female,66,3,2,sales executive,1,divorced,4103.0,4297,0,no,17,3,4,1,10,2,3,9,3,1,7
35,no,travel_frequently,482,research & development,4,master,life sciences,high,male,87,3,2,research scientist,3,single,4249.0,2690,1,yes,11,3,2,0,9,3,3,9,6,1,1
51,no,travel_rarely,770,human resources,5,bachelor,life sciences,high,male,84,3,4,manager,2,divorced,14026.0,17588,1,yes,11,3,2,1,23,2,3,15,9,0,10
38,no,travel_rarely,1009,sales,2,college,life sciences,medium,female,31,3,2,sales executive,1,divorced,6893.0,19461,3,no,15,3,4,1,11,3,3,7,7,1,7
34,no,travel_rarely,507,sales,15,college,medical,high,female,66,3,2,sales executive,1,single,6125.0,23553,1,no,12,3,4,0,10,5,4,10,8,7,6
25,no,travel_rarely,882,research & development,19,below college,medical,very high,male,67,3,1,laboratory technician,4,married,3669.0,9075,3,no,11,3,3,2,7,5,2,3,2,1,2
58,yes,travel_rarely,601,research & development,7,master,medical,high,female,53,2,3,manufacturing director,1,married,10008.0,12023,7,yes,14,3,4,0,23,2,2,10,9,5,9
40,no,travel_rarely,329,research & development,1,master,life sciences,medium,male,88,3,1,laboratory technician,2,married,2387.0,6762,3,no,22,4,3,1,7,3,3,4,2,0,3
36,no,travel_frequently,607,sales,7,bachelor,marketing,low,female,83,4,2,sales executive,1,married,4639.0,2261,2,no,16,3,4,1,17,2,2,15,7,6,13
48,no,travel_rarely,855,research & development,4,bachelor,life sciences,very high,male,54,3,3,manufacturing director,4,single,7898.0,18706,1,no,11,3,3,0,11,2,3,10,9,0,8
27,no,travel_rarely,1291,sales,11,bachelor,medical,high,female,98,4,1,sales representative,4,married,2534.0,6527,8,no,14,3,2,1,5,4,3,1,0,0,0
51,no,travel_rarely,1405,research & development,11,college,technical degree,very high,female,82,2,4,manufacturing director,2,single,13142.0,24439,3,no,16,3,2,0,23,1,2,5,2,0,3
18,no,non-travel,1124,research & development,1,bachelor,life sciences,very high,female,97,3,1,laboratory technician,4,single,1611.0,19305,1,no,15,3,3,0,0,5,4,0,0,0,0
35,no,travel_rarely,817,research & development,1,bachelor,medical,very high,female,60,2,2,laboratory technician,4,married,5363.0,10846,0,no,12,3,2,1,10,2,3,9,7,0,0
27,no,travel_frequently,793,sales,2,below college,life sciences,very high,male,43,1,2,sales executive,4,single,5071.0,20392,3,no,20,4,2,0,8,3,3,6,2,0,0
55,yes,travel_rarely,267,sales,13,master,marketing,low,male,85,4,4,sales executive,3,single,13695.0,9277,6,yes,17,3,3,0,24,2,2,15,7,3,8
56,no,travel_rarely,1369,research & development,23,bachelor,life sciences,very high,male,68,3,4,manufacturing director,2,married,13402.0,18235,4,yes,12,3,1,1,23,2,3,15,9,7,9
34,no,non-travel,999,research & development,26,below college,technical degree,low,female,92,2,1,research scientist,3,divorced,2029.0,15891,1,no,20,4,3,2,5,2,3,5,4,0,0
